UID,Title,Article_Link,Authors,Abstract,Publication,Num_citation,Cited_by_url,Published_Year
KEwQE_ozlCkJ,How much can the orientation of G'seigenvectorstell us about genetic constraints?,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.306,['D Berner'],"… however, we are deluding ourselves if we expect much progress in understanding multivariateevolution from theapplicationof methods relying on the directionality of G'seigenvectors. …",Library,15,"/scholar?cites=2996076801262898216&as_sdt=2005&sciodt=0,5&hl=en",2012
ZPTedoEAj6wJ,Mirror channeleigenvectorsof the d-dimensional fishnets,https://link.springer.com/article/10.1007/JHEP12(2021)174,"['S Derkachov', ' G Ferrando', 'E Olivucci']","… Aneigenvectorfor a lattice of size N turns out to be … inside aneigenvectorand the overlapofeigenvectorsreveal a … We work out, in section 4, the simplest examples ofapplicationto …",Springer,13,"/scholar?cites=12434157652238333028&as_sdt=2005&sciodt=0,5&hl=en",2021
8W4gqtqckywJ,Perroneigenvectorsand the symmetric transportation polytope,https://www.sciencedirect.com/science/article/pii/002437959190165S,"['R Loewy', ' DR Shier', ' CR Johnson']",Let x and y be positive vectors in R n . The set of all n × n nonnegative matrices having x andy T as their right and left Perroneigenvectorsis a polyhedral convex cone. A cross section …,Elsevier,8,"/scholar?cites=3212083422216351473&as_sdt=2005&sciodt=0,5&hl=en",1991
TJ9ewvv-J2cJ,Distributed adaptive generalizedeigenvectorestimation of a sensor signal covariance matrix pair in a fully connected sensor network,https://www.sciencedirect.com/science/article/pii/S0165168414003569,"['A Bertrand', 'M Moonen']","…applications, in particular in a context of spatial filtering and subspace estimation. In thispaper, we describe a distributed adaptive algorithm to estimate generalizedeigenvectors(…",Elsevier,20,"/scholar?cites=7433190067249520460&as_sdt=2005&sciodt=0,5&hl=en",2015
b4wzcT7YLXoJ,Deep Ranking Analysis by PowerEigenvectors(DRAPE): A wizard for ranking and multi-criteria decision making,https://www.sciencedirect.com/science/article/pii/S0169743919301765,"['R Todeschini', 'F Grisoni', 'D Ballabio']","… In this study, we present the theory of the novel method, and show threeapplicationsto real…eigenvectorsolutions for the tournament table and its transpose matrix give twoeigenvectors…",Elsevier,7,"/scholar?cites=8803930609277963375&as_sdt=2005&sciodt=0,5&hl=en",2019
IFSka92sf1AJ,[BOOK][B]Web mining and social networking: techniques andapplications,https://books.google.com/books?hl=en&lr=&id=mXo9zKeYa6cC&oi=fnd&pg=PR9&dq=application+of+eigenvectors&ots=eJ0-mDm6yY&sig=gs8Ntf3udXBzx80euROn70NspSA,"['G Xu', 'Y Zhang', 'L Li']","… to as the principaleigenvector. In spectral graphapplications, principaleigenvectorsareusually … Anotherapplicationis that the second smallesteigenvectorcan be used to partition the …",books.google.com,198,"/scholar?cites=5800544912070169632&as_sdt=2005&sciodt=0,5&hl=en",2010
n8Rj0rsahrUJ,Eigenvectorof gravity gradient tensor for estimating fault dips considering fault type,https://link.springer.com/article/10.1186/s40645-017-0130-0,['S Kusumoto'],"…eigenvectorclosely follows the dip of the reverse fault. It was shown that theeigenvectorofthe … As anapplicationof this technique, I estimated the dip of the Kurehayama Fault located in …",Springer,10,"/scholar?cites=13080171561735144607&as_sdt=2005&sciodt=0,5&hl=en",2017
Hhuvr5ksNj4J,The many proofs andapplicationsof Perron's theorem,https://epubs.siam.org/doi/abs/10.1137/S0036144599359449,['CR MacCluer'],"…eigenvectorv > 0. When A is merely nonnegative, it possesses a nonnegative dominanteigenvalue ρ belonging to a nonnegativeeigenvectorv … wider scope ofapplications. But having …",SIAM,263,"/scholar?cites=4482819517683014430&as_sdt=2005&sciodt=0,5&hl=en",2000
GAc8dUF6hCgJ,Noninvasive detection of coronary stenoses before and after angioplasty usingeigenvectormethods,https://ieeexplore.ieee.org/abstract/document/61035/,"['M Akay', ' JL Semmlow', ' W Welkowitz…']","… Under the assumption of (1),eigenvectormethods have infinite resolution and provide …here dramatically demonstrate the superi ority ofeigenvectormethods for thisapplication. …",ieeexplore.ieee.org,79,"/scholar?cites=2919592880001255192&as_sdt=2005&sciodt=0,5&hl=en",1990
WQRqXKLGmZgJ,Eigenvectorcrossover in the efficient jSO algorithm,http://46.28.109.63/index.php/mendel/article/view/80,"['P Bujok', ' R Poláková']",… A short description of jSO and someapplicationsare presented in Section 2. SeveralapplicationsofEigenvectorcrossover in DE and the newly proposed algorithm are described in …,46.28.109.63,5,"/scholar?cites=10996038365839230041&as_sdt=2005&sciodt=0,5&hl=en",2019
BisjoVUNeD4J,"Selective modal analysis withapplicationsto electric power systems, Part I: Heuristic introduction",https://ieeexplore.ieee.org/abstract/document/4111715/,['IJ Pérez'],… It has the additional virtue of being associated righteigenvectorsexactly match the … Algorithmeigenvectorsof A for the h SM. The property does not hold- in general for lefteigenvectors…,ieeexplore.ieee.org,674,"/scholar?cites=4501362488983628550&as_sdt=2005&sciodt=0,5&hl=en",1982
DuHUM0vBZzsJ,[HTML][HTML]Explicit construction of theeigenvectorsand eigenvalues of the graph Laplacian on the Cayley tree,https://www.sciencedirect.com/science/article/pii/S002437951930463X,"['A Erzan', 'A Tuncer']","… theeigenvectorsof the graph Laplacian. Using the symmetries of the Cayley tree, we recursivelyconstruct the family ofeigenvectors… The eigenvalues andeigenvectorsobey recursion …",Elsevier,3,"/scholar?cites=4280602499575243022&as_sdt=2005&sciodt=0,5&hl=en",2020
6Z7k7CYRzzEJ,On the numerical solution of ill-conditioned linear systems withapplicationsto ill-posed problems,https://epubs.siam.org/doi/abs/10.1137/0710025,['JM Varah'],"… primarily on the largest feweigenvectorsofA (assume A is …eigenvectordecomposition,much more accuracy can be obtained. The extreme example of this is when b is aneigenvector…",SIAM,229,"/scholar?cites=3589106286918409961&as_sdt=2005&sciodt=0,5&hl=en",1973
04LXtmytiQ0J,An empirical model usingeigenvectorsto calculate the temporal and spatial variations of the St. Louis heat island,https://journals.ametsoc.org/view/journals/apme/12/1/1520-0450_1973_012_0195_aemuet_2_0_co_2.xml,"['JF Clarke', ' JT Peterson']","… Typically, theapplicationof theeigenvectortechnique to physical problems yieldseigenvectorswith … Here, the roles ofeigenvectorand coefficient have been interchanged from the …",journals.ametsoc.org,42,"/scholar?cites=975501476738073299&as_sdt=2005&sciodt=0,5&hl=en",1973
uCHOM-JHDDMJ,Reciprocal averaging: aneigenvectormethod of ordination,https://www.jstor.org/stable/2258931,['MO Hill'],"… In most practicalapplications, reciprocal averaging gives stand ordinations which aresimilar to those derived by principal components analysis of standardized data. As a general …",JSTOR,1526,"/scholar?cites=3678394032512180664&as_sdt=2005&sciodt=0,5&hl=en",1973
QZO8nelZkDkJ,Eigenvectorsensitivity under general and structured perturbations of tridiagonal Toeplitz‐type matrices,https://onlinelibrary.wiley.com/doi/abs/10.1002/nla.2232,"['S Noschese', ' L Reichel']","… theeigenvectorsof the matrix to perturbations of the matrix entries. However, we are notaware of investigations that focus on the sensitivity of theeigenvectors… andeigenvectorsof the …",Library,10,"/scholar?cites=4147914116716860225&as_sdt=2005&sciodt=0,5&hl=en",2019
wu_RIyaf1toJ,Statistical properties ofeigenvectorsand eigenvalues of structured random matrices,https://iopscience.iop.org/article/10.1088/1751-8121/aaa011/meta,"['K Truong', 'A Ossipov']","… and the moments of theeigenvectors. We find that theeigenvectorsremain ergodic undervery … For a special case of D= 0 and random W, we show that theeigenvectorscan become …",iopscience.iop.org,8,"/scholar?cites=15768966131442905026&as_sdt=2005&sciodt=0,5&hl=en",2018
7bXgERReVe4J,"Eigenvectorsynchronization, graph rigidity and the molecule problem",https://academic.oup.com/imaiai/article-abstract/1/1/21/727025,"['M Cucuringu', 'A Singer…']","… , and later piece them together usingapplicationspecific information. We build the patchesin … However, in practicalapplicationsthe distance measurements are noisy, so we introduce …",academic.oup.com,86,"/scholar?cites=17173736194339550701&as_sdt=2005&sciodt=0,5&hl=en",2012
KObx5P_iqcIJ,A concise functional neural network computing the largest modulus eigenvalues and their correspondingeigenvectorsof a real skew matrix,https://www.sciencedirect.com/science/article/pii/S0304397506003410,"['Y Liu', ' Z You', ' L Cao']","… matrix is important for some engineeringapplications. As neural network runs in concurrent… , the network will converge to the complexeigenvectorwhich corresponds to the eigenvalue …",Elsevier,13,"/scholar?cites=14026992103107716648&as_sdt=2005&sciodt=0,5&hl=en",2006
V142Q7cH2U0J,The lattice Boltzmann equation: theory andapplications,https://www.sciencedirect.com/science/article/pii/037015739290090M,"['R Benzi', 'S Succi', 'M Vergassola']","…Applicationsare alsopresented together with somegeneralizations which allow one to …Because ‘P3.1 is aneigenvectorof L0 with a negative eigenvalue (let us call it a), we obtain …",Elsevier,2447,"/scholar?cites=5609523294554709591&as_sdt=2005&sciodt=0,5&hl=en",1992
npPhHmrzcJQJ,Image contrast using the secondary and tertiaryeigenvectorsin diffusion tensor imaging,https://onlinelibrary.wiley.com/doi/abs/10.1002/mrm.20767,"['J Zhang', 'PCM Van Zijl', 'S Mori']",… utilize all threeeigenvectors. The new contrasts are studied and validated using knownanatomical structures in ex vivo mouse brain and embryonic mouse cortex.Applicationto human …,Library,21,"/scholar?cites=10696316752115110814&as_sdt=2005&sciodt=0,5&hl=en",2006
tFfuq1w5TTgJ,Improving the estimation ofeigenvectorsunder quadratic loss,https://journals.sagepub.com/doi/abs/10.1177/0008068320060302,"['SE Ahmed', ' L An', ' S Nkurunziza']","… statistical theory andapplications. PCA takes its place in manyapplicationssuch as detection,… In someapplicationareas, this is also called the {discrete) Karhunen-Loeve transform, or …",journals.sagepub.com,1,"/scholar?cites=4056961909514983348&as_sdt=2005&sciodt=0,5&hl=en",2006
tVE9rOiISa0J,Applicationof Pb isotopeeigenvectorexploration method in Mianhuakeng uranium deposit,https://inis.iaea.org/search/search.aspx?orig_q=RN:52044053,"['H Liu', ' J Han', ' G Jin', ' J Li', ' J Zhang', ' J Zhang…']",[en] The validity of Pb isotopeeigenvectorV 1 exploration method was carried out inMianhuakeng uranium deposit to indicate hidden uranium deposit. The results show that the V 1 …,inis.iaea.org,2,"/scholar?cites=12486661974764900789&as_sdt=2005&sciodt=0,5&hl=en",2017
d3VGlsefyeYJ,The Perron-Frobenius theorem: some of itsapplications,https://ieeexplore.ieee.org/abstract/document/1406483/,"['SU Pillai', 'T Suel', ' S Cha']","… In this article, we discussapplicationsof this … /eigenvectorpair of the matrix A satisfies theequation Ax = λx, where λ and x represent the eigenvalue and the correspondingeigenvector, …",ieeexplore.ieee.org,365,"/scholar?cites=16629998778610775415&as_sdt=2005&sciodt=0,5&hl=en",2005
WF0eV6eYC-gJ,The discrete cosine transform,https://epubs.siam.org/doi/abs/10.1137/S0036144598336745,['G Strang'],"… So we admit that theeigenvectorsin that case need a rescaling at the end (only involving …In writing about theapplicationsto signal processing [9], we presented a third proof of …",SIAM,913,"/scholar?cites=16720625886031666520&as_sdt=2005&sciodt=0,5&hl=en",1999
B8m1XwkRE5AJ,On convergence to eigenvalues andeigenvectorsin the block-Jacobi EVD algorithm with dynamic ordering,https://www.sciencedirect.com/science/article/pii/S0024379521001312,"['Y Yamamoto', ' G Okša', ' M Vajteršic']","… Next it is shown that for a simple eigenvalue the corresponding column of Q ( k ) convergesto the correspondingeigenvector. For a multiple eigenvalue or a cluster of eigenvalues, we …",Elsevier,4,"/scholar?cites=10381660297977252103&as_sdt=2005&sciodt=0,5&hl=en",2021
jx71hkiZHukJ,Adaptive power method:Eigenvectorestimation from sampled data,https://proceedings.mlr.press/v201/shin23a.html,"['S Shin', 'H Zhao', 'I Shomorony']","… the dominanteigenvectorsof a matrix A has manyapplications, …applications, eg, large-scalesocial networks. Thus, a natural question is how to accurately estimate theeigenvectorsof …",proceedings.mlr.press,1,"/scholar?cites=16798032196919434895&as_sdt=2005&sciodt=0,5&hl=en",2023
9AnuUsGb_tAJ,Tailbiting MAP decoders,https://ieeexplore.ieee.org/abstract/document/661117/,"['JB Anderson', ' SM Hladik']",… that we seek only the largest eigenvalueeigenvectorand that the matrices are very sparse.… MAP decoding that the righteigenvectorof is the proper starting vector in mostapplications. …,ieeexplore.ieee.org,243,"/scholar?cites=15059645458595842548&as_sdt=2005&sciodt=0,5&hl=en",1998
o4GOCc0KpS8J,Controlled precision QUBO-based algorithm to computeeigenvectorsof symmetric matrices,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0267954,"['B Krakoff', 'SM Mniszewski', 'CFA Negre']","… of computingeigenvectorsand eigenvalues to a desired precision has manyapplicationsin … Here we computeeigenvectorsof symmetric matrices by solving a sequence of QUBOs, …",journals.plos.org,3,"/scholar?cites=3433162166684778915&as_sdt=2005&sciodt=0,5&hl=en",2022
7v8gyE3g6JgJ,Interpretation of aeromagnetic data usingeigenvectoranalysis of pseudogravity gradient tensor,https://library.seg.org/doi/abs/10.1190/1.3555343,"['M Beiki', ' LB Pedersen', ' H Nazi']",… are estimated from theeigenvectorscorresponding to the smallest … and parallel to theeigenvectorscorresponding to the maximum … Theapplicationof the method was also tested on a …,library.seg.org,39,"/scholar?cites=11018303113036627950&as_sdt=2005&sciodt=0,5&hl=en",2011
Ou4_ZCWV5bsJ,[PDF][PDF]Organization of a``Fixed-Plus-Variable''Structure Computer for Computation of Eigenvalues andEigenvectorsof Real Symmetric Matrices,https://dl.acm.org/doi/pdf/10.1145/321105.321110,"['G Estrin', ' CR Viswanathan']","… described as the"" Fixed-Plus-Variable"" Structure Computer [1] such that the same elementsused for the special computer may be reorganized for other problemapplications. As a …",dl.acm.org,54,"/scholar?cites=13539391842587504186&as_sdt=2005&sciodt=0,5&hl=en",1962
GZgRuosTxsYJ,Eigenvectorradiosity,https://open.library.ubc.ca/soa/cIRcle/collections/ubctheses/831/items/1.0051491,['I Ashdown'],… ) presents theapplicationofeigenvectorradiosity to several exemplars of architectural lightingdesign. These illustrate both the advantages and limitations ofeigenvectorradiosity within …,open.library.ubc.ca,17,"/scholar?cites=14323157155741538329&as_sdt=2005&sciodt=0,5&hl=en",2001
SYNVPP0aqNQJ,Closed-form Hermite–Gaussian-like number-theoretic transformeigenvectors,https://www.sciencedirect.com/science/article/pii/S0165168416300639,"['JB Lima', 'RMC de Souza']","… and produceseigenvectorswhose components do not lie in extension fields. The new HGLeigenvectorsare used to define a fractional number-theoretic transform, whoseapplicationin …",Elsevier,7,"/scholar?cites=15323527407069397833&as_sdt=2005&sciodt=0,5&hl=en",2016
